student_id,physics_marks,math_marks,english_marks,average_marks,time_physics_pct,time_math_pct,time_english_pct,number_of_attempts,university_choices,admission_status,admitted_university,preferred_field,region_preference,university_difficulty_index
ST00017,39.8,53.8,27.0,40.16,1.0,1.0,1.0,2,['NUST'],No,None,Medicine,Balochistan,7.0
ST00018,42.3,93.5,23.0,58.92,0.93,1.0,0.967,2,"['FAST', 'GIKI', 'UET']",Yes,FAST,Engineering,Balochistan,6.0
ST00019,45.6,83.3,30.9,57.74,1.0,0.734,0.96,3,"['FAST', 'NUST', 'UET']",Yes,FAST,Engineering,KPK,6.0
ST00020,30.8,73.8,29.3,45.25,1.0,0.971,1.0,2,['COMSATS'],No,None,Business,Balochistan,6.0
ST00021,35.1,98.8,37.5,67.43,0.833,0.998,0.893,2,"['COMSATS', 'FAST', 'NUST']",Yes,COMSATS,CS,Balochistan,6.0
ST00022,23.2,63.8,33.7,41.61,0.981,0.901,1.0,3,['COMSATS'],No,None,Business,GB,6.0
ST00023,38.4,79.5,37.0,54.56,0.885,1.0,0.922,1,"['UET', 'GIKI', 'FAST']",Yes,UET,Engineering,Balochistan,6.5
ST00024,55.4,81.8,26.3,60.14,1.0,1.0,1.0,3,"['FAST', 'UET', 'NUST']",Yes,FAST,Engineering,Balochistan,6.0
ST00025,26.7,94.4,21.3,59.47,1.0,1.0,1.0,2,"['NUST', 'FAST', 'COMSATS']",No,None,CS,Sindh,7.0
ST00026,33.9,91.7,19.4,59.9,0.908,0.963,1.0,3,"['GIKI', 'FAST', 'COMSATS']",Yes,GIKI,CS,GB,7.8
ST00027,46.2,44.9,28.2,38.54,1.0,0.964,1.0,1,['COMSATS'],No,None,Business,Balochistan,6.0
ST00028,38.0,61.8,28.9,42.69,1.0,1.0,1.0,3,['COMSATS'],No,None,Business,Punjab,6.0
ST00029,30.8,54.3,36.1,41.14,1.0,1.0,1.0,2,['COMSATS'],Yes,COMSATS,Business,Sindh,6.0
ST00030,28.7,70.0,25.4,44.56,1.0,1.0,1.0,2,"['FAST', 'UET', 'GIKI']",No,None,Engineering,GB,6.0
ST00031,44.6,82.0,30.9,60.56,0.887,0.925,1.0,3,"['FAST', 'GIKI', 'COMSATS']",No,None,CS,GB,6.0
ST00032,56.0,75.0,33.7,55.01,0.975,1.0,0.925,3,['NUST'],Yes,NUST,Medicine,GB,7.0
ST00033,31.1,54.2,39.7,42.62,0.976,1.0,1.0,3,['COMSATS'],No,None,Business,Punjab,6.0
ST00034,34.5,60.1,32.5,42.66,1.0,1.0,0.914,2,['COMSATS'],Yes,COMSATS,Business,Punjab,6.0
ST00035,33.0,67.8,27.7,49.34,1.0,0.988,0.955,2,"['GIKI', 'NUST', 'COMSATS']",No,None,CS,KPK,7.8
ST00036,33.3,93.2,19.9,60.57,1.0,1.0,0.875,1,"['GIKI', 'COMSATS', 'NUST']",No,None,CS,GB,7.8
ST00037,50.2,88.8,24.5,64.36,0.919,1.0,1.0,1,"['NUST', 'COMSATS', 'GIKI']",Yes,NUST,CS,Punjab,7.0
ST00038,54.6,87.3,26.2,62.0,0.862,1.0,0.906,2,"['NUST', 'FAST', 'GIKI']",No,None,Engineering,Sindh,7.0
ST00039,49.1,95.2,34.9,69.31,1.0,1.0,1.0,3,"['FAST', 'GIKI', 'COMSATS']",Yes,FAST,CS,GB,6.0
ST00040,35.6,60.5,36.4,44.64,0.968,1.0,1.0,1,['COMSATS'],No,None,Business,KPK,6.0
ST00041,45.2,66.7,22.3,49.22,0.947,0.996,0.821,1,"['GIKI', 'NUST', 'UET']",Yes,GIKI,Engineering,KPK,7.8
ST00042,34.3,38.8,17.8,29.28,0.953,1.0,1.0,1,['COMSATS'],Yes,COMSATS,Business,Punjab,6.0
ST00043,30.3,89.1,32.3,60.1,0.873,1.0,1.0,3,"['FAST', 'COMSATS', 'NUST']",Yes,FAST,CS,Balochistan,6.0
ST00044,40.0,67.0,39.7,49.33,0.797,1.0,1.0,3,['COMSATS'],Yes,COMSATS,Business,Balochistan,6.0
ST00045,43.7,78.3,22.1,56.68,1.0,0.923,0.967,1,"['FAST', 'COMSATS', 'GIKI']",Yes,FAST,CS,Punjab,6.0
ST00046,46.2,86.1,28.2,58.56,0.874,0.968,1.0,3,"['FAST', 'UET', 'GIKI']",Yes,FAST,Engineering,Balochistan,6.0
ST00047,57.3,71.4,30.8,53.58,1.0,0.867,0.927,1,['NUST'],Yes,NUST,Medicine,Sindh,7.0
ST00048,43.3,40.2,25.1,34.94,1.0,0.872,1.0,3,['COMSATS'],No,None,Business,Punjab,6.0
ST00049,37.8,74.4,24.6,53.46,0.989,0.871,0.801,2,"['FAST', 'GIKI', 'COMSATS']",Yes,FAST,CS,GB,6.0
ST00050,50.5,83.1,14.6,56.36,1.0,0.87,0.856,1,"['NUST', 'GIKI', 'UET']",Yes,NUST,Engineering,Sindh,7.0
ST00051,48.8,81.6,35.1,54.53,1.0,0.98,1.0,3,['NUST'],No,None,Medicine,Balochistan,7.0
ST00052,46.0,62.2,32.5,46.81,1.0,1.0,0.805,1,['NUST'],Yes,NUST,Medicine,GB,7.0
ST00053,50.6,81.4,36.4,63.16,1.0,0.951,1.0,1,"['COMSATS', 'NUST', 'FAST']",Yes,COMSATS,CS,Balochistan,6.0
ST00054,34.4,92.7,19.7,54.78,1.0,0.954,0.931,3,"['GIKI', 'NUST', 'FAST']",Yes,GIKI,Engineering,Sindh,7.8
ST00055,35.1,66.8,35.3,46.28,1.0,0.937,1.0,1,['COMSATS'],No,None,Business,Sindh,6.0
ST00056,54.7,98.5,19.7,65.22,1.0,0.929,0.941,1,"['GIKI', 'UET', 'NUST']",Yes,GIKI,Engineering,Sindh,7.8
ST00057,37.0,98.0,34.6,67.02,0.956,1.0,0.959,3,"['NUST', 'COMSATS', 'FAST']",Yes,NUST,CS,GB,7.0
ST00058,57.0,79.8,27.9,60.3,1.0,1.0,0.969,1,"['FAST', 'NUST', 'UET']",No,None,Engineering,KPK,6.0
ST00059,33.4,61.8,33.5,47.62,0.939,0.973,1.0,1,"['NUST', 'COMSATS', 'FAST']",No,None,CS,Sindh,7.0
ST00060,35.5,55.7,30.8,40.69,1.0,1.0,1.0,3,['COMSATS'],No,None,Business,Balochistan,6.0
ST00061,54.3,87.4,15.2,59.72,0.999,0.93,0.791,1,"['GIKI', 'FAST', 'UET']",No,None,Engineering,Punjab,7.8
ST00062,57.0,67.2,23.6,50.04,1.0,1.0,0.944,3,['NUST'],Yes,NUST,Medicine,KPK,7.0
ST00063,38.7,71.9,15.7,50.7,1.0,0.957,1.0,1,"['GIKI', 'FAST', 'COMSATS']",No,None,CS,KPK,7.8
ST00064,24.1,44.9,39.8,37.66,0.855,1.0,0.859,2,['COMSATS'],Yes,COMSATS,Business,Sindh,6.0
ST00065,56.0,96.1,38.0,68.44,1.0,0.934,0.796,2,"['UET', 'FAST', 'NUST']",Yes,UET,Engineering,KPK,6.5
ST00066,46.7,46.3,32.5,40.88,0.998,1.0,0.971,2,['COMSATS'],Yes,COMSATS,Business,Balochistan,6.0
ST00067,34.3,59.2,23.6,38.56,1.0,1.0,1.0,3,['NUST'],Yes,NUST,Medicine,Punjab,7.0
ST00068,33.8,55.4,38.5,43.24,1.0,1.0,1.0,3,['COMSATS'],No,None,Business,Sindh,6.0
ST00069,27.8,89.8,38.5,60.94,1.0,1.0,0.957,3,"['NUST', 'GIKI', 'FAST']",Yes,NUST,CS,KPK,7.0
ST00070,44.0,90.4,35.9,65.58,1.0,1.0,0.919,3,"['NUST', 'GIKI', 'COMSATS']",Yes,NUST,CS,Balochistan,7.0
ST00071,41.2,59.2,30.6,43.42,0.819,1.0,0.809,2,['NUST'],No,None,Medicine,Balochistan,7.0
ST00072,53.9,72.8,23.6,50.48,0.868,1.0,1.0,2,['NUST'],Yes,NUST,Medicine,Balochistan,7.0
ST00073,56.3,76.1,17.2,50.51,0.972,0.993,1.0,1,['NUST'],No,None,Medicine,Balochistan,7.0
ST00074,34.0,79.8,38.2,51.71,0.989,0.89,1.0,3,['COMSATS'],Yes,COMSATS,Business,Punjab,6.0
ST00075,36.4,81.0,15.5,54.52,1.0,1.0,1.0,2,"['NUST', 'GIKI', 'COMSATS']",Yes,NUST,CS,Sindh,7.0
ST00076,51.6,71.4,29.1,49.53,0.893,1.0,0.986,3,['COMSATS'],No,None,Business,Punjab,6.0
ST00077,58.9,85.0,17.8,61.12,1.0,1.0,0.917,2,"['UET', 'FAST', 'GIKI']",Yes,UET,Engineering,GB,6.5
ST00078,51.7,80.2,26.4,58.04,1.0,0.97,1.0,1,"['FAST', 'GIKI', 'UET']",No,None,Engineering,Punjab,6.0
ST00079,39.6,87.9,33.8,62.59,0.973,0.898,1.0,2,"['NUST', 'COMSATS', 'GIKI']",Yes,NUST,CS,KPK,7.0
ST00080,45.2,74.5,14.3,50.74,1.0,1.0,0.824,3,"['FAST', 'GIKI', 'NUST']",Yes,FAST,Engineering,Punjab,6.0
ST00081,34.2,59.5,38.9,44.94,0.783,1.0,0.951,3,['COMSATS'],No,None,Business,GB,6.0
ST00082,38.8,93.6,35.7,65.58,0.83,1.0,0.994,1,"['GIKI', 'COMSATS', 'NUST']",No,None,CS,KPK,7.8
ST00083,35.8,81.6,33.6,50.95,0.856,1.0,0.988,3,['COMSATS'],No,None,Business,Balochistan,6.0
ST00084,27.1,49.8,26.5,34.8,1.0,0.992,0.906,3,['COMSATS'],No,None,Business,Punjab,6.0
ST00085,44.2,81.3,33.6,56.92,0.968,1.0,0.955,3,"['GIKI', 'UET', 'FAST']",Yes,GIKI,Engineering,Sindh,7.8
ST00086,23.2,75.0,19.2,48.3,0.989,0.952,0.896,1,"['COMSATS', 'NUST', 'GIKI']",No,None,CS,Sindh,6.0
ST00087,28.8,80.9,23.3,53.75,1.0,0.99,1.0,1,"['NUST', 'GIKI', 'FAST']",No,None,CS,Punjab,7.0
ST00088,26.3,95.5,35.5,62.74,0.989,1.0,0.978,2,"['COMSATS', 'GIKI', 'NUST']",Yes,COMSATS,CS,KPK,6.0
ST00089,55.8,88.7,17.1,61.22,0.877,0.945,1.0,2,"['FAST', 'UET', 'NUST']",Yes,FAST,Engineering,KPK,6.0
ST00090,43.6,67.1,35.5,48.22,1.0,0.969,1.0,2,['NUST'],No,None,Medicine,Sindh,7.0
ST00091,48.3,80.5,15.4,54.6,0.754,1.0,0.919,1,"['UET', 'NUST', 'GIKI']",Yes,UET,Engineering,KPK,6.5
ST00092,46.0,50.5,29.3,42.34,0.935,0.91,0.892,3,['NUST'],No,None,Medicine,KPK,7.0
ST00093,41.9,95.1,25.5,59.9,1.0,1.0,0.913,3,"['FAST', 'NUST', 'GIKI']",Yes,FAST,Engineering,Balochistan,6.0
ST00094,35.2,60.3,36.3,44.42,0.896,1.0,0.981,2,['COMSATS'],Yes,COMSATS,Business,Punjab,6.0
ST00095,27.9,51.9,33.8,38.66,1.0,0.809,1.0,1,['COMSATS'],No,None,Business,Sindh,6.0
ST00096,28.4,45.8,24.9,33.09,0.935,1.0,0.951,2,['COMSATS'],No,None,Business,Sindh,6.0
ST00097,28.9,55.4,27.1,37.46,1.0,0.75,1.0,3,['COMSATS'],No,None,Business,GB,6.0
ST00098,56.4,80.0,27.9,54.93,1.0,0.992,0.902,3,['NUST'],No,None,Medicine,Punjab,7.0
ST00099,49.7,85.5,24.6,62.58,0.924,1.0,0.944,1,"['NUST', 'FAST', 'COMSATS']",Yes,NUST,CS,GB,7.0
ST00100,35.0,61.2,29.0,41.77,1.0,0.9,0.91,3,['COMSATS'],No,None,Business,GB,6.0
ST00101,39.0,67.1,21.7,42.24,0.839,1.0,0.985,1,['NUST'],No,None,Medicine,Sindh,7.0
ST00102,38.0,64.6,37.7,48.58,1.0,0.959,0.942,1,"['FAST', 'NUST', 'UET']",No,None,Engineering,Sindh,6.0
ST00103,46.3,89.2,29.3,60.06,1.0,0.928,0.823,3,"['NUST', 'FAST', 'GIKI']",No,None,Engineering,GB,7.0
ST00104,49.7,92.6,36.7,68.55,1.0,0.897,0.94,1,"['COMSATS', 'GIKI', 'NUST']",Yes,COMSATS,CS,Balochistan,6.0
ST00105,54.6,80.5,16.4,59.91,1.0,1.0,0.988,3,"['COMSATS', 'FAST', 'NUST']",Yes,COMSATS,CS,Balochistan,6.0
ST00106,46.2,78.8,18.1,56.88,1.0,1.0,0.958,2,"['GIKI', 'COMSATS', 'FAST']",Yes,GIKI,CS,KPK,7.8
ST00107,52.1,71.6,30.0,51.32,1.0,0.973,0.975,3,['NUST'],Yes,NUST,Medicine,Balochistan,7.0
ST00108,41.3,64.1,25.6,43.43,1.0,1.0,1.0,1,['NUST'],Yes,NUST,Medicine,Sindh,7.0
ST00109,28.3,70.9,30.5,44.09,1.0,1.0,0.912,2,['COMSATS'],No,None,Business,Punjab,6.0
ST00110,46.4,58.5,28.0,43.28,1.0,1.0,0.958,1,['COMSATS'],Yes,COMSATS,Business,Sindh,6.0
ST00111,49.3,68.8,38.1,51.79,1.0,0.951,0.891,2,['NUST'],No,None,Medicine,Sindh,7.0
ST00112,53.2,61.6,22.2,50.36,1.0,0.918,1.0,1,"['GIKI', 'NUST', 'FAST']",No,None,Engineering,GB,7.8
ST00113,29.1,64.4,21.7,38.49,0.956,1.0,0.957,1,['COMSATS'],Yes,COMSATS,Business,KPK,6.0
ST00114,39.8,63.9,34.8,46.24,1.0,0.945,1.0,2,['COMSATS'],No,None,Business,Punjab,6.0
ST00115,42.8,67.0,25.8,44.96,1.0,1.0,0.911,3,['NUST'],No,None,Medicine,KPK,7.0
ST00116,49.5,48.2,34.0,42.84,1.0,0.768,1.0,2,['COMSATS'],Yes,COMSATS,Business,Sindh,6.0
ST00117,28.8,90.5,32.2,54.16,1.0,1.0,1.0,1,"['NUST', 'FAST', 'UET']",No,None,Engineering,Sindh,7.0
ST00118,39.5,72.9,34.3,47.96,1.0,1.0,0.949,3,['NUST'],No,None,Medicine,Balochistan,7.0
ST00119,57.9,93.1,20.3,64.46,1.0,1.0,0.941,1,"['UET', 'FAST', 'NUST']",Yes,UET,Engineering,Sindh,6.5
ST00120,44.3,87.9,14.1,55.7,0.899,0.987,0.835,1,"['FAST', 'UET', 'NUST']",No,None,Engineering,Sindh,6.0
ST00121,48.8,92.8,18.7,60.38,0.918,1.0,0.85,1,"['FAST', 'UET', 'NUST']",Yes,FAST,Engineering,KPK,6.0
ST00122,31.3,45.1,24.0,33.21,0.73,0.974,0.995,1,['COMSATS'],Yes,COMSATS,Business,Sindh,6.0
ST00123,44.7,51.9,32.7,42.42,1.0,0.898,0.92,1,['COMSATS'],No,None,Business,GB,6.0
ST00124,58.6,84.2,25.0,64.68,1.0,0.984,0.998,1,"['COMSATS', 'FAST', 'GIKI']",Yes,COMSATS,CS,Punjab,6.0
ST00125,29.6,73.7,28.0,44.4,0.889,1.0,1.0,3,['COMSATS'],No,None,Business,Balochistan,6.0
ST00126,33.1,55.7,33.5,41.17,0.966,0.734,0.963,2,['COMSATS'],No,None,Business,KPK,6.0
ST00127,47.0,77.1,31.6,51.38,0.867,1.0,0.964,3,['COMSATS'],No,None,Business,Sindh,6.0
ST00128,31.5,93.1,29.7,61.94,1.0,0.993,0.887,3,"['NUST', 'GIKI', 'FAST']",Yes,NUST,CS,Punjab,7.0
ST00129,29.1,67.3,27.1,43.98,0.895,1.0,0.965,1,"['NUST', 'FAST', 'GIKI']",No,None,Engineering,Balochistan,7.0
ST00130,27.0,61.1,37.4,43.1,0.964,0.977,1.0,1,['COMSATS'],Yes,COMSATS,Business,Sindh,6.0
ST00131,48.2,56.8,25.5,43.97,1.0,0.833,0.876,1,['NUST'],No,None,Medicine,KPK,7.0
ST00132,45.3,81.9,17.6,54.4,0.872,0.918,1.0,1,"['NUST', 'UET', 'FAST']",No,None,Engineering,KPK,7.0
ST00133,49.1,78.1,18.0,54.48,0.997,1.0,0.966,1,"['NUST', 'GIKI', 'UET']",Yes,NUST,Engineering,GB,7.0
ST00134,22.4,54.9,34.3,38.53,0.865,1.0,1.0,3,['COMSATS'],No,None,Business,Sindh,6.0
ST00135,24.7,64.9,39.7,44.77,1.0,0.871,0.837,1,['COMSATS'],No,None,Business,KPK,6.0
ST00136,47.8,71.9,36.9,51.76,1.0,1.0,1.0,2,['NUST'],Yes,NUST,Medicine,Balochistan,7.0
ST00137,43.3,92.1,19.4,62.92,1.0,0.984,1.0,3,"['FAST', 'GIKI', 'NUST']",Yes,FAST,CS,Sindh,6.0
ST00138,22.4,46.0,35.4,35.86,1.0,0.763,0.924,1,['COMSATS'],No,None,Business,Sindh,6.0
ST00139,28.6,55.4,28.6,37.98,0.912,1.0,1.0,2,['COMSATS'],No,None,Business,GB,6.0
ST00140,43.7,69.2,38.5,49.79,0.914,0.825,1.0,1,['NUST'],No,None,Medicine,GB,7.0
ST00141,22.9,54.7,35.0,38.87,0.934,0.999,0.831,3,['COMSATS'],No,None,Business,Sindh,6.0
ST00142,42.9,72.2,15.5,52.07,0.997,1.0,1.0,1,"['COMSATS', 'NUST', 'GIKI']",Yes,COMSATS,CS,KPK,6.0
ST00143,36.6,53.7,26.0,38.34,1.0,1.0,0.891,1,['COMSATS'],No,None,Business,Balochistan,6.0
ST00144,51.7,79.0,15.6,55.4,0.993,1.0,1.0,2,"['GIKI', 'UET', 'NUST']",No,None,Engineering,Balochistan,7.8
ST00145,44.3,86.0,32.7,58.66,1.0,1.0,1.0,3,"['NUST', 'GIKI', 'UET']",No,None,Engineering,Sindh,7.0
ST00146,41.5,48.8,31.1,39.89,1.0,1.0,1.0,1,['COMSATS'],No,None,Business,GB,6.0
ST00147,35.7,66.7,38.0,45.69,0.979,1.0,1.0,1,['NUST'],Yes,NUST,Medicine,Balochistan,7.0
ST00148,45.4,79.7,30.7,59.61,1.0,0.992,0.954,1,"['NUST', 'GIKI', 'COMSATS']",Yes,NUST,CS,KPK,7.0
ST00149,39.8,56.3,20.2,38.87,1.0,0.896,0.974,2,['NUST'],Yes,NUST,Medicine,KPK,7.0
ST00150,43.8,80.7,26.9,55.18,1.0,1.0,0.851,1,"['NUST', 'FAST', 'GIKI']",No,None,Engineering,KPK,7.0
ST00151,48.1,64.0,28.7,45.9,1.0,1.0,1.0,3,['COMSATS'],No,None,Business,Sindh,6.0
ST00152,46.6,70.5,34.6,50.17,0.955,0.932,1.0,3,['NUST'],No,None,Medicine,Sindh,7.0
ST00153,32.7,64.4,27.4,41.68,0.92,0.97,0.899,2,['COMSATS'],No,None,Business,Balochistan,6.0
ST00154,28.4,41.8,17.1,28.57,0.997,0.895,1.0,2,['COMSATS'],No,None,Business,KPK,6.0
ST00155,47.5,86.8,17.6,57.24,0.917,0.983,1.0,2,"['NUST', 'GIKI', 'FAST']",Yes,NUST,Engineering,Balochistan,7.0
ST00156,26.6,81.8,27.2,46.16,1.0,0.934,1.0,2,['COMSATS'],No,None,Business,KPK,6.0
ST00157,43.5,88.9,20.8,61.66,0.94,0.948,1.0,3,"['COMSATS', 'FAST', 'NUST']",Yes,COMSATS,CS,Punjab,6.0
ST00158,33.2,45.6,39.6,40.1,1.0,0.938,0.943,3,['COMSATS'],No,None,Business,GB,6.0
ST00159,53.7,72.5,29.2,56.32,0.93,0.929,1.0,2,"['UET', 'NUST', 'GIKI']",No,None,Engineering,GB,6.5
ST00160,48.4,54.7,37.8,47.11,0.939,1.0,0.961,2,['NUST'],No,None,Medicine,Balochistan,7.0
ST00161,43.3,72.1,37.5,51.06,1.0,1.0,0.915,1,['COMSATS'],Yes,COMSATS,Business,Balochistan,6.0
ST00162,46.7,67.7,27.9,47.36,0.997,1.0,1.0,3,['NUST'],No,None,Medicine,Punjab,7.0
ST00163,26.3,79.4,28.6,53.31,0.913,0.652,1.0,2,"['NUST', 'COMSATS', 'GIKI']",No,None,CS,GB,7.0
ST00164,32.4,88.4,24.5,58.82,1.0,1.0,0.964,1,"['COMSATS', 'NUST', 'GIKI']",Yes,COMSATS,CS,Sindh,6.0
ST00165,55.7,86.3,30.3,62.86,1.0,1.0,1.0,2,"['NUST', 'FAST', 'UET']",Yes,NUST,Engineering,Balochistan,7.0
ST00166,41.1,64.1,37.1,47.55,0.983,1.0,1.0,3,['COMSATS'],No,None,Business,Balochistan,6.0
ST00167,46.4,88.5,16.7,57.3,1.0,1.0,0.977,2,"['UET', 'NUST', 'GIKI']",Yes,UET,Engineering,Punjab,6.5
ST00168,31.7,64.0,39.8,46.24,0.864,1.0,1.0,3,['COMSATS'],Yes,COMSATS,Business,Sindh,6.0
ST00169,49.6,69.0,36.1,51.37,0.96,1.0,1.0,2,['NUST'],No,None,Medicine,Balochistan,7.0
ST00170,29.1,58.6,38.7,43.26,0.955,1.0,1.0,1,['COMSATS'],No,None,Business,Sindh,6.0
ST00171,33.5,91.2,15.8,58.81,1.0,0.819,0.952,2,"['COMSATS', 'GIKI', 'NUST']",No,None,CS,Punjab,6.0
ST00172,56.6,90.1,39.5,61.52,0.944,1.0,1.0,3,['NUST'],Yes,NUST,Medicine,GB,7.0
ST00173,47.5,70.5,14.9,52.48,0.796,0.987,1.0,3,"['GIKI', 'NUST', 'FAST']",No,None,CS,Balochistan,7.8
ST00174,47.5,65.0,40.0,50.5,0.855,1.0,0.78,3,['NUST'],No,None,Medicine,Punjab,7.0
ST00175,43.6,92.1,27.7,59.82,1.0,1.0,0.978,3,"['FAST', 'NUST', 'UET']",Yes,FAST,Engineering,GB,6.0
ST00176,56.8,63.0,32.4,51.34,0.847,0.885,0.931,1,['NUST'],Yes,NUST,Medicine,Punjab,7.0
ST00177,51.9,53.1,38.1,46.8,0.933,0.929,1.0,1,['COMSATS'],No,None,Business,Punjab,6.0
ST00178,45.8,81.9,32.1,52.52,1.0,0.977,1.0,3,['NUST'],No,None,Medicine,Balochistan,7.0
ST00179,52.8,78.1,35.8,55.29,1.0,0.906,1.0,2,['NUST'],No,None,Medicine,KPK,7.0
ST00180,31.9,44.1,22.3,32.33,0.932,1.0,1.0,1,['COMSATS'],No,None,Business,GB,6.0
ST00181,27.5,57.9,21.0,35.54,1.0,0.841,0.937,2,['COMSATS'],No,None,Business,Balochistan,6.0
ST00182,39.9,67.5,16.6,49.04,0.955,1.0,0.758,3,"['FAST', 'NUST', 'COMSATS']",No,None,CS,Sindh,6.0
ST00183,48.8,62.5,34.6,48.65,1.0,1.0,0.998,2,['NUST'],Yes,NUST,Medicine,Balochistan,7.0
ST00184,36.6,72.8,37.2,51.2,1.0,0.943,0.884,1,"['UET', 'GIKI', 'FAST']",No,None,Engineering,KPK,6.5
ST00185,39.5,66.4,34.5,46.92,1.0,0.912,0.973,3,['COMSATS'],Yes,COMSATS,Business,Sindh,6.0
ST00186,26.2,84.2,17.4,53.44,1.0,0.991,1.0,2,"['GIKI', 'FAST', 'COMSATS']",Yes,GIKI,CS,GB,7.8
ST00187,55.7,74.3,16.8,55.36,0.92,1.0,1.0,2,"['UET', 'GIKI', 'NUST']",Yes,UET,Engineering,KPK,6.5
ST00188,57.8,90.0,30.4,65.2,1.0,1.0,0.946,3,"['FAST', 'NUST', 'UET']",Yes,FAST,Engineering,KPK,6.0
ST00189,36.0,83.4,33.3,49.41,1.0,0.98,1.0,3,['NUST'],Yes,NUST,Medicine,GB,7.0
ST00190,40.1,44.7,20.8,33.99,0.935,1.0,0.952,2,['COMSATS'],No,None,Business,Punjab,6.0
ST00191,56.6,63.2,39.6,53.48,0.947,0.897,1.0,3,['NUST'],Yes,NUST,Medicine,Balochistan,7.0
ST00192,44.2,66.4,33.9,47.77,1.0,1.0,1.0,1,['NUST'],Yes,NUST,Medicine,Punjab,7.0
ST00193,40.4,84.3,15.0,52.88,0.989,1.0,1.0,1,"['FAST', 'NUST', 'GIKI']",No,None,Engineering,Balochistan,6.0
ST00194,50.1,81.3,21.3,56.82,1.0,1.0,1.0,3,"['NUST', 'UET', 'FAST']",No,None,Engineering,GB,7.0
ST00195,46.7,85.5,20.8,57.04,0.943,0.837,1.0,1,"['FAST', 'NUST', 'GIKI']",No,None,Engineering,Sindh,6.0
ST00196,36.7,68.1,32.3,44.8,0.937,1.0,1.0,1,['NUST'],Yes,NUST,Medicine,Punjab,7.0
ST00197,53.1,84.2,25.8,54.24,0.971,1.0,0.835,3,['NUST'],Yes,NUST,Medicine,Punjab,7.0
ST00198,53.9,63.6,30.1,49.67,1.0,0.995,0.826,1,['NUST'],No,None,Medicine,GB,7.0
ST00199,29.5,84.0,37.9,58.43,0.875,1.0,1.0,2,"['COMSATS', 'GIKI', 'FAST']",Yes,COMSATS,CS,KPK,6.0
ST00200,37.8,96.2,20.3,57.66,1.0,0.929,0.872,1,"['UET', 'NUST', 'FAST']",Yes,UET,Engineering,Balochistan,6.5
ST00201,30.8,67.6,31.4,43.92,0.861,1.0,0.916,2,['COMSATS'],No,None,Business,KPK,6.0
ST00202,25.3,39.3,35.3,34.2,0.968,1.0,1.0,1,['COMSATS'],No,None,Business,GB,6.0
ST00203,47.9,93.6,26.5,66.47,1.0,0.97,0.967,2,"['COMSATS', 'NUST', 'GIKI']",Yes,COMSATS,CS,Punjab,6.0
ST00204,24.2,61.8,39.3,43.4,1.0,0.945,0.992,3,['COMSATS'],No,None,Business,GB,6.0
ST00205,45.9,82.6,14.7,54.34,1.0,1.0,0.987,2,"['NUST', 'GIKI', 'UET']",No,None,Engineering,KPK,7.0
